Variety	TokenID	TextID	LineID	SpeakerID	Corpus	Genre	GenreCode	Register	Mode	WholeConstructionPlain	Verb	Particle	VerbPart	VerbForm	DirObjPlain	DirObjHeadPlain	Response	DirObjWordLength	DirObjLettLength	DirObjExprType	DirObjDefiniteness	DirObjGivenness	DirObjConcreteness	Semantics	DirObjThematicity	DirectionalPP	PrimeType	VerbFreq	PartFreq	VerbPartFreq	DeltaP.cueV	DeltaP.cueP	PMI	t.score	DICE	LogLikR	Surprisal.P	Surprisal.V	PartOnset	CValternation	CValternation2	CV.binary	JoinedDist	SplitDist	StressClash	Rhythm
GB	PART1751	GB:w2c-005:3	GB:w2c-005:3:63	GB:w2c-005:3:63	ICE	Reportage	i	writ.informal	written	turned in a 21 million half-year profits jump	turn	in	turn in	turned	a 21 million half-year profits jump	jump	Continuous	6	29	nc	indef	new	Nonconcrete	non-compositional	3.9408867	no	none	368	18192	5	-0.004606739	-0.0000949	-0.421081831	-0.757873203	0.000538793	-0.478692172	6.201633861	11.82908844	V	CV	CV.VC	other	0	1	yes	1
GB	PART1752	GB:w2d-014:1	GB:w2d-014:1:60	GB:w2d-014:1:60	ICE	InstructWrit	j	writ.formal	written	turn down the color control	turn	down	turn down	turn	the color control	control	Continuous	3	15	nc	def	given	Nonconcrete	compositional	11.54401154	no	none	368	1024	5	0.012567581	0.00451944	3.729934708	2.067543584	0.007183908	16.68692006	6.201633861	7.678071905	C	CC	CC	CC	0	1	yes	1
GB	PART1754	GB:s2b-005:1	GB:s2b-005:1:19	GB:s2b-005:1:19:B	ICE	ScriptedMono	d	spok.formal	spoken	threw up plumes of powdered snow	throw	up	throw up	threw	plumes of powdered snow	plume	Continuous	4	20	nc	indef	new	Concrete	compositional	0.858369099	no	none	92	2040	5	0.052312639	0.002363803	4.735581271	2.15213493	0.004690432	23.46805622	4.201633861	8.672425342	V	VV	VV	other	0	0	yes	0
GB	PART1755	GB:w2e-002:2	GB:w2e-002:2:78	GB:w2e-002:2:78	ICE	PersuasiveWrit	k	writ.informal	written	thrown up the usual number of excesses	throw	up	throw up	thrown	the usual number of excesses	number	Continuous	5	24	nc	def	new	Nonconcrete	non-compositional	1.884126236	no	none	92	2040	5	0.052312639	0.002363803	4.735581271	2.15213493	0.004690432	23.46805622	4.201633861	8.672425342	V	CV	CV.VC	other	0	1	yes	1
GB	PART1757	GB:s2a-009:1	GB:s2a-009:1:149	GB:s2a-009:1:149:A	ICE	UnscriptMono	c	spok.informal	spoken	throws out that jab	throw	out	throw out	throws	that jab	jab	Continuous	2	7	nc	def	new	Nonconcrete	compositional	25.75107296	no	none	92	4697	10	0.104008221	0.002046632	4.53241083	3.025628053	0.004176237	44.75290539	3.201633861	8.875595783	V	CV	CV.VC	other	0	0	yes	0
GB	PART1758	GB:s2a-009:1	GB:s2a-009:1:20	GB:s2a-009:1:20:A	ICE	UnscriptMono	c	spok.informal	spoken	throw out a right	throw	out	throw out	throw	a right	right	Continuous	2	6	nc	indef	new	Nonconcrete	compositional	26.7048164	no	Continuous	92	4697	10	0.104008221	0.002046632	4.53241083	3.025628053	0.004176237	44.75290539	3.201633861	8.875595783	V	VV	VV	other	0	0	yes	0
GB	PART1759	GB:s2a-009:1	GB:s2a-009:1:28	GB:s2a-009:1:28:A	ICE	UnscriptMono	c	spok.informal	spoken	throw out the jabs	throw	out	throw out	throw	the jabs	jab	Continuous	2	7	nc	def	given	Nonconcrete	compositional	25.75107296	no	Continuous	92	4697	10	0.104008221	0.002046632	4.53241083	3.025628053	0.004176237	44.75290539	3.201633861	8.875595783	V	VV	VV	other	0	1	yes	1
CA	PART176	CAN:W1B-014:2	CAN:W1B-014:2:94	CAN:W1B-014:2:94	ICE	Letters	f	writ.informal	written	sending out some more of his kids' books	send	out	send out	sending	some more of his kids' books	book	Continuous	6	22	nc	indef	given	Concrete	compositional	1.916626737	yes	none	319	5331	26	0.076198009	0.004582563	3.934405207	4.765506571	0.00920354	95.23338077	3.616972896	7.679750749	V	CV	CV.VC	other	1	1	no	0
GB	PART1761	GB:s1b-041:1	GB:s1b-041:1:12	GB:s1b-041:1:12:B	ICE	PublicDia	b	spok.formal	spoken	throwing in the towel	throw	in	throw in	throwing	the towel	towel	Continuous	2	8	nc	def	new	Concrete	non-compositional	0.874125874	no	none	92	18192	10	0.090511979	0.000466173	2.578918169	2.633018632	0.001093853	19.89486901	3.201633861	10.82908844	V	CV	CV.VC	other	1	2	no	1
GB	PART1762	GB:s2a-037:1	GB:s2a-037:1:2	GB:s2a-037:1:2:A	ICE	UnscriptMono	c	spok.informal	spoken	thrown in the word industrial and academic	throw	in	throw in	thrown	the word industrial and academic	word	Continuous	5	28	nc	def	new	Nonconcrete	non-compositional	2.649006623	no	none	92	18192	10	0.090511979	0.000466173	2.578918169	2.633018632	0.001093853	19.89486901	3.201633861	10.82908844	V	CV	CV.VC	other	0	1	yes	1
GB	PART1764	GB:w2c-018:2	GB:w2c-018:2:37	GB:w2c-018:2:37	ICE	Reportage	i	writ.informal	written	throw down the gauntlet	throw	down	throw down	throw	the gauntlet	gauntlet	Continuous	2	11	nc	def	new	Nonconcrete	non-compositional	0.988142292	no	none	92	1024	1	0.009846471	0.000885469	3.408006613	0.905792	0.001792115	2.922675361	6.523561956	10	C	VC	CV.VC	other	0	1	yes	1
GB	PART1765	GB:w2f-017:1	GB:w2f-017:1:95	GB:w2f-017:1:95	ICE	CreativeWrit	l	writ.informal	written	throw back her head	throw	back	throw back	throw	her head	head	Continuous	2	7	nc	def	new	Concrete	compositional	0.966650556	no	none	92	866	3	0.031745616	0.003375126	5.234745899	1.686052157	0.006263048	16.03368652	4.938599455	8.173260714	C	VC	CV.VC	other	0	0	yes	0
GB	PART1766	GB:w2e-006:4	GB:w2e-006:4:78	GB:w2e-006:4:78	ICE	PersuasiveWrit	k	writ.informal	written	threw away the chance of a settlement	throw	away	throw away	threw	the chance of a settlement	chance	Continuous	5	22	nc	def	given	Nonconcrete	non-compositional	3.693444137	no	none	92	476	9	0.097359044	0.018824523	7.683113851	2.985402667	0.031690141	79.01886761	3.353636955	5.724892762	V	VV	VV	other	1	1	no	0
GB	PART1769	GB:w2d-015:1	GB:w2d-015:1:92	GB:w2d-015:1:92	ICE	InstructWrit	j	writ.formal	written	take up positions that suit their individual strengths	take	up	take up	take	positions that suit their individual strengths	position	Continuous	6	41	nc	indef	given	Nonconcrete	non-compositional	10.86419753	no	none	1672	2040	54	0.030307325	0.024849281	3.984743503	6.884307252	0.029094828	199.9385133	4.95247163	5.239465935	V	CV	CV.VC	other	0	1	yes	1
GB	PART1770	GB:w2b-030:1	GB:w2b-030:1:11	GB:w2b-030:1:11	ICE	PopularWrit	h	writ.formal	written	take up a lot less space	take	up	take up	take	a lot less space	space	Continuous	4	13	nc	indef	new	Nonconcrete	non-compositional	0.973709834	no	none	1672	2040	54	0.030307325	0.024849281	3.984743503	6.884307252	0.029094828	199.9385133	4.95247163	5.239465935	V	CV	CV.VC	other	0	0	yes	0
GB	PART1771	GB:s1a-081:1	GB:s1a-081:1:199	GB:s1a-081:1:199:A	ICE	PrivateDia	a	spok.informal	spoken	take up a some kind of activity	take	up	take up	take	a some kind of activity	kind	Continuous	5	19	nc	indef	new	Nonconcrete	non-compositional	9.402914904	no	none	1672	2040	54	0.030307325	0.024849281	3.984743503	6.884307252	0.029094828	199.9385133	4.95247163	5.239465935	V	CV	CV.VC	other	0	0	yes	0
GB	PART1773	GB:s1b-076:1	GB:s1b-076:1:195	GB:s1b-076:1:195:B	ICE	PublicDia	b	spok.formal	spoken	takes up an enormous amount of storage space	take	up	take up	takes	an enormous amount of storage space	amount	Continuous	6	30	nc	indef	new	Nonconcrete	non-compositional	1.072961373	no	none	1672	2040	54	0.030307325	0.024849281	3.984743503	6.884307252	0.029094828	199.9385133	4.95247163	5.239465935	V	CV	CV.VC	other	0	0	yes	0
GB	PART1775	GB:s1a-057:1	GB:s1a-057:1:10	GB:s1a-057:1:10:A	ICE	PrivateDia	a	spok.informal	spoken	takes up far too much room	take	up	take up	takes	far too much room	room	Continuous	4	14	nc	indef	new	Nonconcrete	non-compositional	1.852709588	no	none	1672	2040	54	0.030307325	0.024849281	3.984743503	6.884307252	0.029094828	199.9385133	4.95247163	5.239465935	V	CV	CV.VC	other	0	0	yes	0
GB	PART1776	GB:s2b-032:2	GB:s2b-032:2:111	GB:s2b-032:2:111:A	ICE	ScriptedMono	d	spok.formal	spoken	taking up his present post in north Wales	take	up	take up	taking	his present post in north Wales	post	Continuous	6	26	nc	def	new	Nonconcrete	non-compositional	0.820344545	no	none	1672	2040	54	0.030307325	0.024849281	3.984743503	6.884307252	0.029094828	199.9385133	4.95247163	5.239465935	V	CV	CV.VC	other	1	1	no	0
GB	PART1777	GB:w2b-035:1	GB:w2b-035:1:16	GB:w2b-035:1:16	ICE	PopularWrit	h	writ.formal	written	taking up most of the internal volume	take	up	take up	taking	most of the internal volume	most	Continuous	5	23	nc	def	new	Nonconcrete	non-compositional	1.922152811	no	none	1672	2040	54	0.030307325	0.024849281	3.984743503	6.884307252	0.029094828	199.9385133	4.95247163	5.239465935	V	CV	CV.VC	other	1	1	no	0
GB	PART1778	GB:w2d-015:1	GB:w2d-015:1:93	GB:w2d-015:1:93	ICE	InstructWrit	j	writ.formal	written	take up positions	take	up	take up	take	positions	position	Continuous	1	9	nc	indef	given	Nonconcrete	non-compositional	10.86419753	no	Continuous	1672	2040	54	0.030307325	0.024849281	3.984743503	6.884307252	0.029094828	199.9385133	4.95247163	5.239465935	V	CV	CV.VC	other	0	1	yes	1
GB	PART1779	GB:s2b-012:1	GB:s2b-012:1:41	GB:s2b-012:1:41:C	ICE	ScriptedMono	d	spok.formal	spoken	take up posts	take	up	take up	take	posts	post	Continuous	1	5	nc	indef	new	Nonconcrete	non-compositional	0.993048659	no	none	1672	2040	54	0.030307325	0.024849281	3.984743503	6.884307252	0.029094828	199.9385133	4.95247163	5.239465935	V	CV	CV.VC	other	0	0	yes	0
CA	PART178	CAN:W2C-011:5	CAN:W2C-011:5:62	CAN:W2C-011:5:62	ICE	Reportage	i	writ.informal	written	send out the signal	send	out	send out	send	the signal	signal	Continuous	2	9	nc	def	new	Nonconcrete	non-compositional	0.973709834	yes	none	319	5331	26	0.076198009	0.004582563	3.934405207	4.765506571	0.00920354	95.23338077	3.616972896	7.679750749	V	CV	CV.VC	other	0	1	yes	1
GB	PART1781	GB:s2a-039:1	GB:s2a-039:1:24	GB:s2a-039:1:24:A	ICE	UnscriptMono	c	spok.informal	spoken	taking up the whole subject of citizenship	take	up	take up	taking	the whole subject of citizenship	subject	Continuous	5	28	nc	def	new	Nonconcrete	non-compositional	3.800475059	no	none	1672	2040	54	0.030307325	0.024849281	3.984743503	6.884307252	0.029094828	199.9385133	4.95247163	5.239465935	V	CV	CV.VC	other	1	2	no	1
GB	PART1782	GB:w2d-008:1	GB:w2d-008:1:56	GB:w2d-008:1:56	ICE	InstructWrit	j	writ.formal	written	taking up their appointment	take	up	take up	taking	their appointment	appointment	Continuous	2	16	nc	def	new	Nonconcrete	non-compositional	14.91146319	no	none	1672	2040	54	0.030307325	0.024849281	3.984743503	6.884307252	0.029094828	199.9385133	4.95247163	5.239465935	V	CV	CV.VC	other	1	1	no	0
GB	PART1784	GB:s2a-063:1	GB:s2a-063:1:26	GB:s2a-063:1:26:A	ICE	UnscriptMono	c	spok.informal	spoken	take up time	take	up	take up	take	time	time	Continuous	1	4	nc	indef	new	Nonconcrete	non-compositional	5.663048608	no	none	1672	2040	54	0.030307325	0.024849281	3.984743503	6.884307252	0.029094828	199.9385133	4.95247163	5.239465935	V	CV	CV.VC	other	0	0	yes	0
GB	PART1785	GB:w2c-009:5	GB:w2c-009:5:78	GB:w2c-009:5:78	ICE	Reportage	i	writ.informal	written	take up committee membership.	take	up	take up	take	committee membership	membership	Continuous	2	19	nc	indef	new	Nonconcrete	non-compositional	0.928505107	no	none	1672	2040	54	0.030307325	0.024849281	3.984743503	6.884307252	0.029094828	199.9385133	4.95247163	5.239465935	V	CV	CV.VC	other	0	0	yes	0
GB	PART1786	GB:s2a-012:4	GB:s2a-012:4:50	GB:s2a-012:4:50:A	ICE	UnscriptMono	c	spok.informal	spoken	takes up the lead	take	up	take up	takes	the lead	lead	Continuous	2	7	nc	def	new	Nonconcrete	non-compositional	14.93233784	no	none	1672	2040	54	0.030307325	0.024849281	3.984743503	6.884307252	0.029094828	199.9385133	4.95247163	5.239465935	V	CV	CV.VC	other	0	1	yes	1
GB	PART1787	GB:w1b-023:11	GB:w1b-023:11:101	GB:w1b-023:11:101	ICE	Letters	f	writ.informal	written	take up the matter	take	up	take up	take	the matter	matter	Continuous	2	9	nc	def	new	Nonconcrete	non-compositional	5.797101449	no	none	1672	2040	54	0.030307325	0.024849281	3.984743503	6.884307252	0.029094828	199.9385133	4.95247163	5.239465935	V	CV	CV.VC	other	0	1	yes	1
GB	PART1788	GB:s2a-036:1	GB:s2a-036:1:6	GB:s2a-036:1:6:A	ICE	UnscriptMono	c	spok.informal	spoken	takes up the speech	take	up	take up	takes	the speech	speech	Continuous	2	9	nc	def	new	Nonconcrete	non-compositional	0.956480153	no	none	1672	2040	54	0.030307325	0.024849281	3.984743503	6.884307252	0.029094828	199.9385133	4.95247163	5.239465935	V	CV	CV.VC	other	0	1	yes	1
GB	PART1789	GB:w2a-037:1	GB:w2a-037:1:55	GB:w2a-037:1:55	ICE	AcademicWrit	g	writ.formal	written	take up too much space	take	up	take up	take	too much space	space	Continuous	3	12	nc	indef	given	Nonconcrete	non-compositional	1.912960306	no	Continuous	1672	2040	54	0.030307325	0.024849281	3.984743503	6.884307252	0.029094828	199.9385133	4.95247163	5.239465935	V	CV	CV.VC	other	0	0	yes	0
GB	PART1790	GB:w1a-011:1	GB:w1a-011:1:20	GB:w1a-011:1:20	ICE	StudentWrit	e	writ.informal	written	takes up a lot of time	take	up	take up	takes	a lot of time	time	Continuous	4	10	nc	indef	given	Nonconcrete	non-compositional	6.923837784	no	none	1672	2040	54	0.030307325	0.024849281	3.984743503	6.884307252	0.029094828	199.9385133	4.95247163	5.239465935	V	CV	CV.VC	other	0	0	yes	0
GB	PART1791	GB:s1b-078:1	GB:s1b-078:1:155	GB:s1b-078:1:155:D	ICE	PublicDia	b	spok.formal	spoken	take up the time	take	up	take up	take	the time	time	Continuous	2	7	nc	def	new	Nonconcrete	non-compositional	3.811338733	no	Continuous	1672	2040	54	0.030307325	0.024849281	3.984743503	6.884307252	0.029094828	199.9385133	4.95247163	5.239465935	V	CV	CV.VC	other	0	1	yes	1
GB	PART1792	GB:s1b-026:1	GB:s1b-026:1:226	GB:s1b-026:1:226:A	ICE	PublicDia	b	spok.formal	spoken	take up too much time	take	up	take up	take	too much time	time	Continuous	3	11	nc	indef	new	Nonconcrete	non-compositional	3.582624272	no	none	1672	2040	54	0.030307325	0.024849281	3.984743503	6.884307252	0.029094828	199.9385133	4.95247163	5.239465935	V	CV	CV.VC	other	0	0	yes	0
GB	PART1793	GB:w1b-008:3	GB:w1b-008:3:100	GB:w1b-008:3:100	ICE	Letters	f	writ.informal	written	taking up a lot of my time.	take	up	take up	taking	a lot of my time	my	Continuous	5	12	nc	indef	given	Nonconcrete	non-compositional	19.24839597	no	none	1672	2040	54	0.030307325	0.024849281	3.984743503	6.884307252	0.029094828	199.9385133	4.95247163	5.239465935	V	CV	CV.VC	other	1	1	no	0
GB	PART1794	GB:s1b-049:1	GB:s1b-049:1:102	GB:s1b-049:1:102:B	ICE	PublicDia	b	spok.formal	spoken	took up twenty-two of them	take	up	take up	took	twenty-two of them	two	Continuous	3	15	nc	indef	new	Nonconcrete	compositional	3.585835948	no	none	1672	2040	54	0.030307325	0.024849281	3.984743503	6.884307252	0.029094828	199.9385133	4.95247163	5.239465935	V	CV	CV.VC	other	0	2	yes	2
GB	PART1795	GB:s2a-045:1	GB:s2a-045:1:6	GB:s2a-045:1:6:A	ICE	UnscriptMono	c	spok.informal	spoken	taken up his example of the Temperance Society	take	up	take up	taken	his example of the Temperance Society	example	Continuous	6	32	nc	def	new	Nonconcrete	non-compositional	1.73837462	no	none	1672	2040	54	0.030307325	0.024849281	3.984743503	6.884307252	0.029094828	199.9385133	4.95247163	5.239465935	V	CV	CV.VC	other	1	1	no	0
GB	PART1796	GB:w2a-021:1	GB:w2a-021:1:91	GB:w2a-021:1:91	ICE	AcademicWrit	g	writ.formal	written	take up large amounts of nitrogen and phosphorus	take	up	take up	take	large amounts of nitrogen and phosphorus	amount	Continuous	6	35	nc	indef	new	Nonconcrete	non-compositional	1.967535662	no	none	1672	2040	54	0.030307325	0.024849281	3.984743503	6.884307252	0.029094828	199.9385133	4.95247163	5.239465935	V	CV	CV.VC	other	0	0	yes	0
GB	PART1797	GB:s1b-065:1	GB:s1b-065:1:132	GB:s1b-065:1:132:A	ICE	PublicDia	b	spok.formal	spoken	take over a company	take	over	take over	take	a company	company	Continuous	2	8	nc	indef	new	Nonconcrete	non-compositional	1.984126984	no	none	1672	1115	41	0.023445732	0.03513848	4.458933447	6.111972617	0.029422318	177.4839157	5.349807127	4.76527599	V	CV	CV.VC	other	0	0	yes	0
GB	PART1798	GB:w2c-010:1	GB:w2c-010:1:63	GB:w2c-010:1:63	ICE	Reportage	i	writ.informal	written	take over italy	take	over	take over	take	italy	italy	Continuous	1	5	np	def	new	Nonconcrete	non-compositional	0.964785335	no	none	1672	1115	41	0.023445732	0.03513848	4.458933447	6.111972617	0.029422318	177.4839157	5.349807127	4.76527599	V	CV	CV.VC	other	0	0	yes	0
CA	PART18	CAN:S2A-070:3	CAN:S2A-070:3:87	CAN:S2A-070:3:87:A	ICE	UnscriptMono	c	spok.informal	spoken	turned in a vicious attack	turn	in	turn in	turned	a vicious attack	attack	Continuous	3	14	nc	indef	new	Nonconcrete	non-compositional	0.879894413	no	Discontinuous	318	17328	6	0.001540414	0.0000288	0.122830587	0.199917555	0.000680041	0.043065983	5.727920455	11.49585503	V	CV	CV.VC	other	0	0	yes	0
CA	PART180	CAN:S1B-066:2	CAN:S1B-066:2:210	CAN:S1B-066:2:210:B	ICE	PublicDia	b	spok.formal	spoken	sent out addresses	send	out	send out	sent	addresses	address	Continuous	1	9	nc	indef	given	Nonconcrete	compositional	2.45398773	no	none	319	5331	26	0.076198009	0.004582563	3.934405207	4.765506571	0.00920354	95.23338077	3.616972896	7.679750749	V	CV	CV.VC	other	0	0	yes	0
GB	PART1802	GB:s2a-012:6	GB:s2a-012:6:89	GB:s2a-012:6:89:A	ICE	UnscriptMono	c	spok.informal	spoken	took over this car	take	over	take over	took	this car	car	Continuous	2	7	nc	def	new	Concrete	non-compositional	5.599626692	no	none	1672	1115	41	0.023445732	0.03513848	4.458933447	6.111972617	0.029422318	177.4839157	5.349807127	4.76527599	V	CV	CV.VC	other	0	0	yes	0
GB	PART1803	GB:s1b-005:1	GB:s1b-005:1:105	GB:s1b-005:1:105:A	ICE	PublicDia	b	spok.formal	spoken	take over people	take	over	take over	take	people	people	Continuous	1	6	nc	indef	new	Concrete	non-compositional	2.658396101	no	none	1672	1115	41	0.023445732	0.03513848	4.458933447	6.111972617	0.029422318	177.4839157	5.349807127	4.76527599	V	CV	CV.VC	other	0	0	yes	0
GB	PART1804	GB:s1b-050:1	GB:s1b-050:1:3	GB:s1b-050:1:3:A	ICE	PublicDia	b	spok.formal	spoken	taking over the Crucible	take	over	take over	taking	the Crucible	Crucible	Continuous	2	11	nc	def	new	Concrete	non-compositional	9.442060086	no	none	1672	1115	41	0.023445732	0.03513848	4.458933447	6.111972617	0.029422318	177.4839157	5.349807127	4.76527599	V	CV	CV.VC	other	1	2	no	1
GB	PART1805	GB:s1b-065:1	GB:s1b-065:1:15	GB:s1b-065:1:15:A	ICE	PublicDia	b	spok.formal	spoken	taking over one business and perhaps only one	take	over	take over	taking	one business and perhaps only one	business	Continuous	6	28	nc	indef	given	Nonconcrete	non-compositional	21.82539683	no	none	1672	1115	41	0.023445732	0.03513848	4.458933447	6.111972617	0.029422318	177.4839157	5.349807127	4.76527599	V	CV	CV.VC	other	1	1	no	0
GB	PART1807	GB:w2c-012:1	GB:w2c-012:1:3	GB:w2c-012:1:3	ICE	Reportage	i	writ.informal	written	take out new life cover	take	out	take out	take	new life cover	cover	Continuous	3	12	nc	indef	new	Nonconcrete	non-compositional	2.922552362	no	none	1672	4697	28	0.012069592	0.004309494	1.834040481	3.80735255	0.008792589	31.22930941	5.90000421	7.390168956	V	CV	CV.VC	other	0	0	yes	0
GB	PART1808	GB:s1b-017:1	GB:s1b-017:1:131	GB:s1b-017:1:131:A	ICE	PublicDia	b	spok.formal	spoken	took out some of the rows	take	out	take out	took	some of the rows	some	Continuous	4	13	nc	indef	new	Concrete	compositional	11.82795699	no	Continuous	1672	4697	28	0.012069592	0.004309494	1.834040481	3.80735255	0.008792589	31.22930941	5.90000421	7.390168956	V	CV	CV.VC	other	0	0	yes	0
CA	PART181	CAN:S1B-066:2	CAN:S1B-066:2:241	CAN:S1B-066:2:241:B	ICE	PublicDia	b	spok.formal	spoken	send out letters	send	out	send out	send	letters	letter	Continuous	1	7	nc	indef	given	Concrete	compositional	3.27198364	no	none	319	5331	26	0.076198009	0.004582563	3.934405207	4.765506571	0.00920354	95.23338077	3.616972896	7.679750749	V	CV	CV.VC	other	0	0	yes	0
GB	PART1811	GB:w2f-003:1	GB:w2f-003:1:43	GB:w2f-003:1:43	ICE	CreativeWrit	l	writ.informal	written	took out the sad clothes of mourning	take	out	take out	took	the sad clothes of mourning	clothes	Continuous	5	23	nc	def	new	Concrete	compositional	2.798507463	yes	Discontinuous	1672	4697	28	0.012069592	0.004309494	1.834040481	3.80735255	0.008792589	31.22930941	5.90000421	7.390168956	V	CV	CV.VC	other	0	1	yes	1
GB	PART1812	GB:s1b-038:1	GB:s1b-038:1:117	GB:s1b-038:1:117:C	ICE	PublicDia	b	spok.formal	spoken	taking out the targets	take	out	take out	taking	the targets	target	Continuous	2	10	nc	def	new	Nonconcrete	non-compositional	4.837929366	no	none	1672	4697	28	0.012069592	0.004309494	1.834040481	3.80735255	0.008792589	31.22930941	5.90000421	7.390168956	V	CV	CV.VC	other	1	2	no	1
GB	PART1813	GB:s1b-007:1	GB:s1b-007:1:22	GB:s1b-007:1:22:A	ICE	PublicDia	b	spok.formal	spoken	taking out the titles	take	out	take out	taking	the titles	title	Continuous	2	9	nc	def	new	Nonconcrete	compositional	4.945598417	no	none	1672	4697	28	0.012069592	0.004309494	1.834040481	3.80735255	0.008792589	31.22930941	5.90000421	7.390168956	V	CV	CV.VC	other	1	2	no	1
GB	PART1814	GB:s1b-017:1	GB:s1b-017:1:136	GB:s1b-017:1:136:B	ICE	PublicDia	b	spok.formal	spoken	took out beads	take	out	take out	took	beads	bead	Continuous	1	5	nc	indef	new	Concrete	compositional	2.150537634	no	Continuous	1672	4697	28	0.012069592	0.004309494	1.834040481	3.80735255	0.008792589	31.22930941	5.90000421	7.390168956	V	CV	CV.VC	other	0	0	yes	0
GB	PART1815	GB:w2f-004:1	GB:w2f-004:1:133	GB:w2f-004:1:133	ICE	CreativeWrit	l	writ.informal	written	took out a notepad	take	out	take out	took	a notepad	notepad	Continuous	2	8	nc	indef	new	Concrete	compositional	0.85947572	no	none	1672	4697	28	0.012069592	0.004309494	1.834040481	3.80735255	0.008792589	31.22930941	5.90000421	7.390168956	V	CV	CV.VC	other	0	0	yes	0
GB	PART1816	GB:w2b-034:1	GB:w2b-034:1:21	GB:w2b-034:1:21	ICE	PopularWrit	h	writ.formal	written	take out a patent	take	out	take out	take	a patent	patent	Continuous	2	7	nc	indef	new	Nonconcrete	non-compositional	0.935453695	no	none	1672	4697	28	0.012069592	0.004309494	1.834040481	3.80735255	0.008792589	31.22930941	5.90000421	7.390168956	V	CV	CV.VC	other	0	0	yes	0
GB	PART1817	GB:w2f-001:1	GB:w2f-001:1:165	GB:w2f-001:1:165	ICE	CreativeWrit	l	writ.informal	written	take out the dog	take	out	take out	take	the dog	dog	Continuous	2	6	nc	def	new	Nonconcrete	compositional	7.200720072	no	Continuous	1672	4697	28	0.012069592	0.004309494	1.834040481	3.80735255	0.008792589	31.22930941	5.90000421	7.390168956	V	CV	CV.VC	other	0	1	yes	1
