Variety	TokenID	TextID	LineID	SpeakerID	Corpus	Genre	GenreCode	Register	Mode	WholeConstructionPlain	Verb	Particle	VerbPart	VerbForm	DirObjPlain	DirObjHeadPlain	Response	DirObjWordLength	DirObjLettLength	DirObjExprType	DirObjDefiniteness	DirObjGivenness	DirObjConcreteness	Semantics	DirObjThematicity	DirectionalPP	PrimeType	VerbFreq	PartFreq	VerbPartFreq	DeltaP.cueV	DeltaP.cueP	PMI	t.score	DICE	LogLikR	Surprisal.P	Surprisal.V	PartOnset	CValternation	CValternation2	CV.binary	JoinedDist	SplitDist	StressClash	Rhythm
CA	PART1614	CAN:W1B-004:1	CAN:W1B-004:1:47	CAN:W1B-004:1:47	ICE	Letters	f	writ.informal	written	racking my brains over	rack	over	rack over	racking	my brains	brain	Discontinuous	2	8	nc	def	new	Concrete	non-compositional	0.947867299	no	none	6	1131	4	0.66553966	0.003534691	9.203222855	1.996607	0.00703606	46.65771268	0.584962501	8.143383214	V	CV	CV.VC	other	1	1	no	0
CA	PART1615	CAN:S2A-051:1	CAN:S2A-051:1:209	CAN:S2A-051:1:209:A	ICE	UnscriptMono	c	spok.informal	spoken	raise the right leg up	raise	up	raise up	raise	the right leg	leg	Discontinuous	3	11	nc	def	given	Nonconcrete	compositional	16.2412993	no	Discontinuous	125	2373	1	0.005627703	0.000297113	1.753287899	0.703375	0.000800641	1.028006943	6.965784285	11.21249639	V	CV	CV.VC	other	0	1	yes	1
CA	PART1619	CAN:W2F-017:1	CAN:W2F-017:1:32	CAN:W2F-017:1:32	ICE	CreativeWrit	l	writ.informal	written	rolling his peas around	roll	around	roll around	rolling	his peas	pea	Discontinuous	2	7	nc	def	new	Concrete	compositional	0.941619586	no	Continuous	127	666	3	0.022958963	0.004380422	5.148468016	1.683217367	0.007566204	15.66132144	5.403722186	7.794415866	V	CV	CV.VC	other	1	1	no	0
CA	PART162	CAN:W2B-002:1	CAN:W2B-002:1:172	CAN:W2B-002:1:172	ICE	PopularWrit	h	writ.formal	written	setting up a session for a colour cover	set	up	set up	setting	a session for a colour cover	session	Continuous	6	23	nc	indef	new	Nonconcrete	non-compositional	0.946073794	no	none	287	2373	95	0.328731799	0.039841256	7.124020866	9.676919987	0.071428571	788.5779855	1.595051318	4.642640777	V	CV	CV.VC	other	1	1	no	0
CA	PART1620	CAN:S2A-051:1	CAN:S2A-051:1:65	CAN:S2A-051:1:65:A	ICE	UnscriptMono	c	spok.informal	spoken	roll the shoulders around	roll	around	roll around	roll	the shoulders	shoulder	Discontinuous	2	12	nc	def	given	Concrete	compositional	14.69450889	no	Discontinuous	127	666	3	0.022958963	0.004380422	5.148468016	1.683217367	0.007566204	15.66132144	5.403722186	7.794415866	V	CV	CV.VC	other	0	1	no	1
CA	PART1621	CAN:S2A-051:1	CAN:S2A-051:1:142	CAN:S2A-051:1:142:A	ICE	UnscriptMono	c	spok.informal	spoken	roll the shoulders around	roll	around	roll around	roll	the shoulders	shoulder	Discontinuous	2	12	nc	def	given	Concrete	compositional	14.69450889	no	Discontinuous	127	666	3	0.022958963	0.004380422	5.148468016	1.683217367	0.007566204	15.66132144	5.403722186	7.794415866	V	CV	CV.VC	other	0	1	no	1
CA	PART1623	CAN:W2B-012:1	CAN:W2B-012:1:32	CAN:W2B-012:1:32	ICE	PopularWrit	h	writ.formal	written	rolling the egg over	roll	over	roll over	rolling	the egg	egg	Discontinuous	2	6	nc	def	new	Concrete	compositional	1.828153565	no	Continuous	127	1131	8	0.061868983	0.006954252	5.799500669	2.777643776	0.012718601	49.15748461	3.988684687	7.143383214	V	CV	CV.VC	other	1	2	no	1
CA	PART1625	CAN:S2A-008:1	CAN:S2A-008:1:83	CAN:S2A-008:1:83:B	ICE	UnscriptMono	c	spok.informal	spoken	roll their wrist over	roll	over	roll over	roll	their wrist	wrist	Discontinuous	2	10	nc	def	given	Concrete	compositional	1.845869866	no	none	127	1131	8	0.061868983	0.006954252	5.799500669	2.777643776	0.012718601	49.15748461	3.988684687	7.143383214	V	CV	CV.VC	other	0	0	yes	0
CA	PART163	CAN:W2C-012:3	CAN:W2C-012:3:36	CAN:W2C-012:3:36	ICE	Reportage	i	writ.informal	written	set up a task force on degree nomenclature	set	up	set up	set	a task force on degree nomenclature	force	Continuous	6	30	nc	indef	new	Nonconcrete	non-compositional	1.701403658	no	none	287	2373	95	0.328731799	0.039841256	7.124020866	9.676919987	0.071428571	788.5779855	1.595051318	4.642640777	V	CV	CV.VC	other	0	0	yes	0
CA	PART1632	CAN:S2A-018:1	CAN:S2A-018:1:11	CAN:S2A-018:1:11:B	ICE	UnscriptMono	c	spok.informal	spoken	Run the centre one off	run	off	run off	Run	the centre one	one	Discontinuous	3	12	nc	def	new	Concrete	non-compositional	10.23731968	no	none	339	788	7	0.019867703	0.008550987	4.711730209	2.544784905	0.01242236	32.44965831	5.597786541	6.814696897	V	CV	CV.VC	other	0	1	yes	1
CA	PART1638	CAN:W2F-014:1	CAN:W2F-014:1:106	CAN:W2F-014:1:106	ICE	CreativeWrit	l	writ.informal	written	scraped my knee off	scrap	off	scrap off	scraped	my knee	knee	Discontinuous	2	6	nc	def	new	Concrete	non-compositional	2.67618198	no	none	13	788	1	0.076136067	0.001257026	6.609077032	0.989756	0.002496879	7.261265379	3.700439718	9.622051819	V	CV	CV.VC	other	0	0	yes	0
CA	PART164	CAN:W2C-020:1	CAN:W2C-020:1:4	CAN:W2C-020:1:4	ICE	Reportage	i	writ.informal	written	set up the closest-fought mayoralty race in Alberta.	set	up	set up	set	the closest-fought mayoralty race in Alberta	race	Continuous	6	38	nc	def	new	Nonconcrete	non-compositional	4.741583689	no	none	287	2373	95	0.328731799	0.039841256	7.124020866	9.676919987	0.071428571	788.5779855	1.595051318	4.642640777	V	CV	CV.VC	other	0	1	yes	1
CA	PART1641	CAN:S1A-004:1	CAN:S1A-004:1:119	CAN:S1A-004:1:119:A	ICE	PrivateDia	a	spok.informal	spoken	screw the lightbulb in	screw	in	screw in	screw	the lightbulb	lightbulb	Discontinuous	2	12	nc	def	new	Concrete	compositional	2.74473925	yes	Discontinuous	15	17328	2	0.116007073	0.000102191	2.943860446	1.230422368	0.000230641	4.896147228	2.906890596	13.08081753	V	VV	VV	other	0	1	yes	1
CA	PART1642	CAN:S1A-004:1	CAN:S1A-004:1:119	CAN:S1A-004:1:119:A	ICE	PrivateDia	a	spok.informal	spoken	screw this outlet in	screw	in	screw in	screw	this outlet	outlet	Discontinuous	2	10	nc	def	given	Concrete	compositional	4.574565416	yes	none	15	17328	2	0.116007073	0.000102191	2.943860446	1.230422368	0.000230641	4.896147228	2.906890596	13.08081753	V	VV	VV	other	0	0	yes	0
CA	PART1644	CAN:W2B-010:3	CAN:W2B-010:3:84	CAN:W2B-010:3:84	ICE	PopularWrit	h	writ.formal	written	screwing anything up	screw	up	screw up	screwing	anything	anything	Discontinuous	1	8	iprn	indef	new	Nonconcrete	non-compositional	0.803858521	no	Discontinuous	15	2373	4	0.264297631	0.001674604	6.812181589	1.9822025	0.003350084	31.01025791	1.906890596	9.212496385	V	CV	CV.VC	other	1	1	no	0
CA	PART1647	CAN:W2E-009:4	CAN:W2E-009:4:94	CAN:W2E-009:4:94	ICE	PersuasiveWrit	k	writ.informal	written	sell the place out	sell	out	sell out	sell	the place	place	Discontinuous	2	8	nc	def	given	Nonconcrete	non-compositional	4.800768123	no	none	225	5331	3	0.008004134	0.000339556	1.322559412	1.039533593	0.001079914	1.914456179	6.22881869	10.79522797	V	CV	CV.VC	other	0	1	yes	1
CA	PART1648	CAN:W2B-032:4	CAN:W2B-032:4:104	CAN:W2B-032:4:104	ICE	PopularWrit	h	writ.formal	written	send that cheque back	send	back	send back	send	that cheque	cheque	Discontinuous	2	10	nc	def	new	Concrete	compositional	1.85528757	yes	none	319	915	7	0.021035284	0.007337987	4.583882944	2.535429151	0.011345219	31.25760045	5.510057692	7.030273011	C	CC	CC	CC	0	0	yes	0
CA	PART1651	CAN:W2C-007:1	CAN:W2C-007:1:21	CAN:W2C-007:1:21	ICE	Reportage	i	writ.informal	written	shovelled the puck out	shovel	out	shovel out	shovelled	the puck	puck	Discontinuous	2	7	nc	def	new	Concrete	non-compositional	2.843601896	yes	none	4	5331	1	0.244669979	0.000184566	5.551378103	0.978676	0.000374883	6.002003931	2	12.38019047	V	CV	CV.VC	other	1	2	no	1
CA	PART1653	CAN:W2B-011:1	CAN:W2B-011:1:87	CAN:W2B-011:1:87	ICE	PopularWrit	h	writ.formal	written	shows these things up	show	up	show up	shows	these things	thing	Discontinuous	2	11	nc	def	new	Nonconcrete	non-compositional	0.917431193	no	none	461	2373	30	0.062731841	0.0122102	4.777339839	5.277497997	0.021171489	143.0825471	3.941732345	6.30560579	V	CV	CV.VC	other	0	0	yes	0
CA	PART1655	CAN:S1A-021:1	CAN:S1A-021:1:208	CAN:S1A-021:1:208:A	ICE	PrivateDia	a	spok.informal	spoken	sang all the way back	sing	back	sing back	sang	all the way	way	Discontinuous	3	9	nc	def	new	Nonconcrete	compositional	1.792114695	yes	none	101	915	1	0.008986898	0.000992805	3.435729153	0.907585	0.001968504	2.956850998	6.658211483	9.837627933	C	CC	CC	CC	0	0	yes	0
CA	PART166	CAN:W2B-013:1	CAN:W2B-013:1:27	CAN:W2B-013:1:27	ICE	PopularWrit	h	writ.formal	written	sets out a number of children's  rights	set	out	set out	sets	a number of children's  rights	number	Continuous	5	24	nc	indef	new	Nonconcrete	non-compositional	0.914494742	no	none	287	5331	14	0.043461961	0.002351686	3.193826098	3.332748488	0.00498398	37.62834286	4.357552005	8.572835545	V	CV	CV.VC	other	0	0	yes	0
CA	PART1666	CAN:W1B-025:1	CAN:W1B-025:1:42	CAN:W1B-025:1:42	ICE	Letters	f	writ.informal	written	sort this question out	sort	out	sort out	sort	this question	question	Discontinuous	2	12	nc	def	given	Nonconcrete	non-compositional	1.959823616	no	none	16	5331	7	0.432175915	0.001304026	6.358733025	2.613512453	0.002618291	51.45421121	1.192645078	9.572835545	V	CV	CV.VC	other	0	0	yes	0
CA	PART1671	CAN:S2A-034:2	CAN:S2A-034:2:135	CAN:S2A-034:2:135:A	ICE	UnscriptMono	c	spok.informal	spoken	split Canada off	split	off	split off	split	Canada	Canada	Discontinuous	1	6	np	def	new	Nonconcrete	compositional	3.673094582	yes	Discontinuous	49	788	2	0.040030288	0.002491034	5.694806906	1.386910755	0.004778973	11.95111532	4.614709844	8.622051819	V	CV	CV.VC	other	0	0	yes	0
CA	PART1672	CAN:S2A-034:2	CAN:S2A-034:2:135	CAN:S2A-034:2:135:A	ICE	UnscriptMono	c	spok.informal	spoken	split Quebec off	split	off	split off	split	Quebec	Quebec	Discontinuous	1	6	np	def	new	Nonconcrete	compositional	3.673094582	yes	none	49	788	2	0.040030288	0.002491034	5.694806906	1.386910755	0.004778973	11.95111532	4.614709844	8.622051819	V	CV	CV.VC	other	0	1	yes	1
CA	PART1674	CAN:S1B-041:1	CAN:S1B-041:1:27	CAN:S1B-041:1:27:B	ICE	PublicDia	b	spok.formal	spoken	spreading the word around	spread	around	spread around	spreading	the word	word	Discontinuous	2	7	nc	def	given	Nonconcrete	non-compositional	6.422018349	no	none	38	666	1	0.025650764	0.001464477	5.304262689	0.974692	0.002840909	5.430547755	5.247927513	9.379378367	V	CV	CV.VC	other	1	2	no	1
CA	PART168	CAN:S2B-016:1	CAN:S2B-016:1:41	CAN:S2B-016:1:41:A	ICE	ScriptedMono	d	spok.formal	spoken	setting out its policies on ethnic groups	set	out	set out	setting	its policies on ethnic groups	policy	Continuous	5	25	nc	def	new	Nonconcrete	non-compositional	0.931966449	no	none	287	5331	14	0.043461961	0.002351686	3.193826098	3.332748488	0.00498398	37.62834286	4.357552005	8.572835545	V	CV	CV.VC	other	1	1	no	0
CA	PART1682	CAN:W2D-020:2	CAN:W2D-020:2:59	CAN:W2D-020:2:59	ICE	InstructWrit	j	writ.formal	written	stuck his name in	stick	in	stick in	stuck	his name	name	Discontinuous	2	7	nc	def	new	Nonconcrete	non-compositional	0.856898029	no	Discontinuous	78	17328	6	0.059599726	0.000272991	2.150311324	1.897707885	0.000689417	8.878009776	3.700439718	11.49585503	V	CV	CV.VC	other	0	0	yes	0
CA	PART1683	CAN:S2A-001:1	CAN:S2A-001:1:169	CAN:S2A-001:1:169:B	ICE	UnscriptMono	c	spok.informal	spoken	stick his knee out	stick	out	stick out	stick	his knee	knee	Discontinuous	2	7	nc	def	new	Concrete	compositional	0.94029149	no	none	78	5331	12	0.148526739	0.002184631	4.850938384	3.344065298	0.004437049	59.37770494	2.700439718	8.795227966	V	CV	CV.VC	other	0	0	yes	0
CA	PART1684	CAN:S2A-013:1	CAN:S2A-013:1:97	CAN:S2A-013:1:97:B	ICE	UnscriptMono	c	spok.informal	spoken	Stick your skate out	stick	out	stick out	Stick	your skate	skate	Discontinuous	2	9	nc	def	new	Concrete	compositional	2.789400279	no	Discontinuous	78	5331	12	0.148526739	0.002184631	4.850938384	3.344065298	0.004437049	59.37770494	2.700439718	8.795227966	V	CV	CV.VC	other	0	0	yes	0
CA	PART1686	CAN:W2F-016:1	CAN:W2F-016:1:108	CAN:W2F-016:1:108	ICE	CreativeWrit	l	writ.informal	written	sticking a hand out	stick	out	stick out	sticking	a hand	hand	Discontinuous	2	5	nc	indef	new	Concrete	compositional	2.869440459	yes	none	78	5331	12	0.148526739	0.002184631	4.850938384	3.344065298	0.004437049	59.37770494	2.700439718	8.795227966	V	CV	CV.VC	other	1	1	no	0
CA	PART1687	CAN:W1B-015:4	CAN:W1B-015:4:125	CAN:W1B-015:4:125	ICE	Letters	f	writ.informal	written	stirring things up	stir	up	stir up	stirring	things	thing	Discontinuous	1	6	nc	indef	new	Nonconcrete	non-compositional	2.840909091	no	none	11	2373	2	0.179447156	0.000833794	6.259640565	1.395755954	0.001677852	13.78774738	2.459431619	10.21249639	V	CV	CV.VC	other	1	1	no	0
CA	PART1688	CAN:S2A-017:1	CAN:S2A-017:1:38	CAN:S2A-017:1:38:B	ICE	UnscriptMono	c	spok.informal	spoken	straightened the rock up	straighten	up	straighten up	straightened	the rock	rock	Discontinuous	2	7	nc	def	given	Concrete	compositional	15.13002364	no	none	11	2373	1	0.088537065	0.000411384	5.259640565	0.973897	0.000838926	5.433123566	3.459431619	11.21249639	V	CV	CV.VC	other	1	2	no	1
CA	PART169	CAN:W2B-002:1	CAN:W2B-002:1:5	CAN:W2B-002:1:5	ICE	PopularWrit	h	writ.formal	written	set off its first nuclear bomb	set	off	set off	set	its first nuclear bomb	bomb	Continuous	4	19	nc	def	new	Concrete	non-compositional	0.946073794	no	none	287	788	3	0.009667736	0.003522883	3.729572324	1.60147958	0.005581395	9.999870627	6.579944426	8.037089319	V	CV	CV.VC	other	0	0	yes	0
CA	PART1691	CAN:W2F-007:1	CAN:W2F-007:1:88	CAN:W2F-007:1:88	ICE	CreativeWrit	l	writ.informal	written	swirl the liquid around	swirl	around	swirl around	swirl	the liquid	liquid	Discontinuous	2	9	nc	def	new	Concrete	compositional	0.968523002	no	none	2	666	2	0.999335999	0.003003003	10.5521902	1.413271696	0.005988024	29.26289158	0	8.379378367	V	CV	CV.VC	other	0	1	no	1
CA	PART1693	CAN:W2F-003:1	CAN:W2F-003:1:39	CAN:W2F-003:1:39	ICE	CreativeWrit	l	writ.informal	written	take Laura out	take	out	take out	take	Laura	Laura	Discontinuous	1	5	np	def	new	Concrete	non-compositional	28.24858757	yes	none	1798	5331	17	0.004131378	0.00139835	0.826663638	1.79836819	0.004769252	4.693438417	6.724714464	8.292727625	V	CV	CV.VC	other	0	0	yes	0
CA	PART1697	CAN:S1A-041:1	CAN:S1A-041:1:88	CAN:S1A-041:1:88:B	ICE	PrivateDia	a	spok.informal	spoken	tear the old house down	tear	down	tear down	tear	the old house	house	Discontinuous	3	11	nc	def	given	Nonconcrete	compositional	14.3129771	no	none	29	1073	2	0.067894486	0.001836904	6.006153213	1.392210521	0.003629764	12.85540068	3.857980995	9.067434361	C	CC	CC	CC	0	1	yes	1
CA	PART1698	CAN:W2F-002:1	CAN:W2F-002:1:256	CAN:W2F-002:1:256	ICE	CreativeWrit	l	writ.informal	written	threw an apple up	throw	up	throw up	threw	an apple	apple	Discontinuous	2	7	nc	indef	given	Concrete	compositional	2.673796791	yes	Discontinuous	145	2373	3	0.018319311	0.001121885	3.124125595	1.53339324	0.002382844	7.733088658	5.594946589	9.627533884	V	VV	VV	other	0	0	yes	0
CA	PART17	CAN:W1B-012:1	CAN:W1B-012:1:31	CAN:W1B-012:1:31	ICE	Letters	f	writ.informal	written	turned in the introductory chapter of his dissertation	turn	in	turn in	turned	the introductory chapter of his dissertation	chapter	Continuous	6	39	nc	def	new	Nonconcrete	compositional	1.915708812	yes	none	318	17328	6	0.001540414	0.0000288	0.122830587	0.199917555	0.000680041	0.043065983	5.727920455	11.49585503	V	CV	CV.VC	other	0	3	yes	3
CA	PART170	CAN:S2B-016:3	CAN:S2B-016:3:156	CAN:S2B-016:3:156:A	ICE	ScriptedMono	d	spok.formal	spoken	sent out a communique	send	out	send out	sent	a communique	communique	Continuous	2	11	nc	indef	new	Nonconcrete	compositional	0.931966449	no	none	319	5331	26	0.076198009	0.004582563	3.934405207	4.765506571	0.00920354	95.23338077	3.616972896	7.679750749	V	CV	CV.VC	other	0	0	yes	0
CA	PART1700	CAN:S2A-005:1	CAN:S2A-005:1:244	CAN:S2A-005:1:244:B	ICE	UnscriptMono	c	spok.informal	spoken	tie this game up	tie	up	tie up	tie	this game	game	Discontinuous	2	8	nc	def	given	Nonconcrete	non-compositional	7.292616226	no	none	78	2373	12	0.15148497	0.004990733	6.018632466	3.41066958	0.009791922	78.44469159	2.700439718	7.627533884	V	VV	VV	other	0	0	yes	0
CA	PART1708	CAN:S1B-023:3	CAN:S1B-023:3:88	CAN:S1B-023:3:88:B	ICE	PublicDia	b	spok.formal	spoken	Tossing frisbees around	toss	around	toss around	Tossing	frisbees	frisbee	Discontinuous	1	8	nc	indef	new	Concrete	compositional	0.92208391	no	none	12	666	2	0.166002659	0.002992996	7.967227702	1.408562365	0.005899705	18.46270707	2.584962501	8.379378367	V	CV	CV.VC	other	1	1	no	0
CA	PART171	CAN:W1B-014:2	CAN:W1B-014:2:101	CAN:W1B-014:2:101	ICE	Letters	f	writ.informal	written	send out another announcement	send	out	send out	send	another announcement	announcement	Continuous	2	19	nc	indef	new	Nonconcrete	compositional	0.958313368	no	none	319	5331	26	0.076198009	0.004582563	3.934405207	4.765506571	0.00920354	95.23338077	3.616972896	7.679750749	V	CV	CV.VC	other	0	1	yes	1
CA	PART1714	CAN:S1B-028:1	CAN:S1B-028:1:30	CAN:S1B-028:1:30:C	ICE	PublicDia	b	spok.formal	spoken	wears the uhm soft sapwood down	wear	down	wear down	wears	the uhm soft sapwood	sapwood	Discontinuous	4	17	nc	def	new	Concrete	non-compositional	0.879894413	no	Continuous	163	1073	1	0.005062795	0.000769792	2.515406054	0.825101	0.001618123	1.841714854	7.348728154	10.06743436	C	CC	CC	CC	0	2	yes	2
CA	PART1718	CAN:S1B-039:1	CAN:S1B-039:1:47	CAN:S1B-039:1:47:A	ICE	PublicDia	b	spok.formal	spoken	wipe the smile off	wipe	off	wipe off	wipe	the smile	smile	Discontinuous	2	8	nc	def	given	Nonconcrete	non-compositional	4.372540446	no	Discontinuous	17	788	1	0.058036516	0.001253023	6.222053909	0.986604	0.002484472	6.712073065	4.087462841	9.622051819	V	CV	CV.VC	other	0	1	yes	1
CA	PART172	CAN:S2A-046:1	CAN:S2A-046:1:72	CAN:S2A-046:1:72:A	ICE	UnscriptMono	c	spok.informal	spoken	send out CVs	send	out	send out	send	CVs	CVs	Continuous	1	3	nc	indef	new	Nonconcrete	compositional	0.957854406	no	none	319	5331	26	0.076198009	0.004582563	3.934405207	4.765506571	0.00920354	95.23338077	3.616972896	7.679750749	V	CV	CV.VC	other	0	0	yes	0
CA	PART1723	CAN:S2B-029:1	CAN:S2B-029:1:82	CAN:S2B-029:1:82:B	ICE	ScriptedMono	d	spok.formal	spoken	work things out	work	out	work out	work	things	thing	Discontinuous	1	6	nc	indef	new	Nonconcrete	non-compositional	2.831524304	no	none	1120	5331	52	0.041143652	0.008680543	3.122534804	6.383112662	0.016121532	135.3663012	4.428843299	6.679750749	V	CV	CV.VC	other	0	0	yes	0
CA	PART1729	CAN:S1B-077:1	CAN:S1B-077:1:26	CAN:S1B-077:1:26:A	ICE	PublicDia	b	spok.formal	spoken	wrote all these things down	write	down	write down	wrote	all these things	thing	Discontinuous	3	14	nc	def	new	Nonconcrete	compositional	12.10992082	no	none	529	1073	17	0.031079547	0.01533088	4.904473138	3.985438282	0.021223471	83.48869462	4.959661071	5.97997152	C	CC	CC	CC	0	0	yes	0
CA	PART173	CAN:S2A-040:2	CAN:S2A-040:2:44	CAN:S2A-040:2:44:A	ICE	UnscriptMono	c	spok.informal	spoken	sent out seventy or eighty CVs	send	out	send out	sent	seventy or eighty CVs	cv	Continuous	4	18	nc	indef	new	Nonconcrete	compositional	0.78125	yes	none	319	5331	26	0.076198009	0.004582563	3.934405207	4.765506571	0.00920354	95.23338077	3.616972896	7.679750749	V	CV	CV.VC	other	0	0	yes	0
CA	PART1730	CAN:S1A-082:2	CAN:S1A-082:2:163	CAN:S1A-082:2:163:A	ICE	PrivateDia	a	spok.informal	spoken	wrote a couple of things down	write	down	write down	wrote	a couple of things	couple	Discontinuous	4	15	nc	indef	given	Nonconcrete	compositional	2.69058296	no	none	529	1073	17	0.031079547	0.01533088	4.904473138	3.985438282	0.021223471	83.48869462	4.959661071	5.97997152	C	CC	CC	CC	0	0	yes	0
CA	PART1737	CAN:S1A-020:1	CAN:S1A-020:1:12	CAN:S1A-020:1:12:B	ICE	PrivateDia	a	spok.informal	spoken	write everything down	write	down	write down	write	everything	everything	Discontinuous	1	10	iprn	def	new	Nonconcrete	compositional	0.904159132	no	none	529	1073	17	0.031079547	0.01533088	4.904473138	3.985438282	0.021223471	83.48869462	4.959661071	5.97997152	C	CC	CC	CC	0	0	yes	0
CA	PART1739	CAN:S1B-073:1	CAN:S1B-073:1:113	CAN:S1B-073:1:113:A	ICE	PublicDia	b	spok.formal	spoken	write something up	write	up	write up	write	something	something	Discontinuous	1	9	iprn	indef	new	Nonconcrete	non-compositional	2.626970228	no	Discontinuous	529	2373	5	0.007082543	0.001581791	1.993876367	1.674673148	0.003445899	6.363695345	6.725195817	8.89056829	V	CV	CV.VC	other	0	0	yes	0
CA	PART174	CAN:S2B-015:2	CAN:S2B-015:2:53	CAN:S2B-015:2:53:B	ICE	ScriptedMono	d	spok.formal	spoken	send out Kyle Dravitski	send	out	send out	send	Kyle Dravitski	Dravitski	Continuous	2	13	np	def	new	Concrete	compositional	0.911577028	no	none	319	5331	26	0.076198009	0.004582563	3.934405207	4.765506571	0.00920354	95.23338077	3.616972896	7.679750749	V	CV	CV.VC	other	0	0	yes	0
GB	PART1740	GB:s1a-008:1	GB:s1a-008:1:93	GB:s1a-008:1:93:A	ICE	PrivateDia	a	spok.informal	spoken	turn up much	turn	up	turn up	turn	much	much	Continuous	1	4	nc	indef	new	Nonconcrete	non-compositional	2.595155709	no	none	368	2040	36	0.095821349	0.01731438	5.583578178	5.87488	0.029900332	212.2699633	3.353636955	5.824428435	V	CV	CV.VC	other	0	0	yes	0
GB	PART1741	GB:w2d-014:1	GB:w2d-014:1:62	GB:w2d-014:1:62	ICE	InstructWrit	j	writ.formal	written	turn up the color	turn	up	turn up	turn	the color	color	Continuous	2	8	nc	def	given	Nonconcrete	compositional	5.772005772	no	Continuous	368	2040	36	0.095821349	0.01731438	5.583578178	5.87488	0.029900332	212.2699633	3.353636955	5.824428435	V	CV	CV.VC	other	0	1	yes	1
GB	PART1742	GB:s1a-067:1	GB:s1a-067:1:212	GB:s1a-067:1:212:A	ICE	PrivateDia	a	spok.informal	spoken	turn up the next card	turn	up	turn up	turn	the next card	card	Continuous	3	11	nc	def	given	Concrete	compositional	15.0801131	no	none	368	2040	36	0.095821349	0.01731438	5.583578178	5.87488	0.029900332	212.2699633	3.353636955	5.824428435	V	CV	CV.VC	other	0	1	yes	1
GB	PART1743	GB:s1a-067:1	GB:s1a-067:1:75	GB:s1a-067:1:75:A	ICE	PrivateDia	a	spok.informal	spoken	turn up the first card	turn	up	turn up	turn	the first card	card	Continuous	3	12	nc	def	given	Concrete	compositional	15.0801131	yes	none	368	2040	36	0.095821349	0.01731438	5.583578178	5.87488	0.029900332	212.2699633	3.353636955	5.824428435	V	CV	CV.VC	other	0	1	yes	1
GB	PART1744	GB:s1b-017:1	GB:s1b-017:1:154	GB:s1b-017:1:154:A	ICE	PublicDia	b	spok.formal	spoken	turn over the page	turn	over	turn over	turn	the page	page	Continuous	2	7	nc	def	given	Concrete	compositional	5.376344086	no	none	368	1115	5	0.012476548	0.0041209	3.607106713	2.052567295	0.006743088	15.89969124	6.201633861	7.8008999	V	CV	CV.VC	other	0	1	yes	1
GB	PART1745	GB:w2d-012:1	GB:w2d-012:1:13	GB:w2d-012:1:13	ICE	InstructWrit	j	writ.formal	written	turning on each tap	turn	on	turn on	turning	each tap	tap	Continuous	2	7	nc	def	given	Concrete	compositional	9.451795841	no	none	368	7364	11	0.022535597	0.001134105	2.021164321	2.499543519	0.002845318	14.44010594	5.064130337	9.386842293	V	CV	CV.VC	other	1	1	no	0
GB	PART1746	GB:s2a-029:2	GB:s2a-029:2:39	GB:s2a-029:2:39:A	ICE	UnscriptMono	c	spok.informal	spoken	turn on the power	turn	on	turn on	turn	the power	power	Continuous	2	8	nc	def	new	Nonconcrete	compositional	1.830663616	no	none	368	7364	11	0.022535597	0.001134105	2.021164321	2.499543519	0.002845318	14.44010594	5.064130337	9.386842293	V	CV	CV.VC	other	0	1	yes	1
GB	PART1747	GB:w2b-001:1	GB:w2b-001:1:12	GB:w2b-001:1:12	ICE	PopularWrit	h	writ.formal	written	turn on the programme	turn	on	turn on	turn	the programme	programme	Continuous	2	12	nc	def	given	Nonconcrete	compositional	12.38938053	no	Discontinuous	368	7364	11	0.022535597	0.001134105	2.021164321	2.499543519	0.002845318	14.44010594	5.064130337	9.386842293	V	CV	CV.VC	other	0	1	yes	1
GB	PART1748	GB:w2d-012:1	GB:w2d-012:1:47	GB:w2d-012:1:47	ICE	InstructWrit	j	writ.formal	written	turning off the supply	turn	off	turn off	turning	the supply	supply	Continuous	2	9	nc	def	new	Nonconcrete	compositional	1.890359168	no	none	368	715	10	0.026468654	0.013627758	5.248135276	3.07907181	0.018467221	53.67430822	5.201633861	6.159871337	V	CV	CV.VC	other	1	3	no	2
GB	PART1749	GB:s2a-046:3	GB:s2a-046:3:104	GB:s2a-046:3:104:A	ICE	UnscriptMono	c	spok.informal	spoken	turn off the lights	turn	off	turn off	turn	the lights	light	Continuous	2	9	nc	def	new	Nonconcrete	compositional	2.757352941	no	none	368	715	10	0.026468654	0.013627758	5.248135276	3.07907181	0.018467221	53.67430822	5.201633861	6.159871337	V	CV	CV.VC	other	0	1	yes	1
GB	PART1750	GB:s2a-054:2	GB:s2a-054:2:174	GB:s2a-054:2:174:A	ICE	UnscriptMono	c	spok.informal	spoken	turn off a main road	turn	off	turn off	turn	a main road	road	Continuous	3	9	nc	indef	given	Concrete	compositional	22.1402214	no	none	368	715	10	0.026468654	0.013627758	5.248135276	3.07907181	0.018467221	53.67430822	5.201633861	6.159871337	V	CV	CV.VC	other	0	0	yes	0
